SiteCode,MT,MTLabel,MTGroup,DateOut,NetSTN,BillCustomerType
NG,100,Refuse,REFUSE,2022-11-22,0.9,Residential
NG,100,Refuse,REFUSE,2022-11-22,1.13,Commercial
NG,200,Recycle,RECYCLE,2022-11-22,3.12,AR
NG,100,Refuse,REFUSE,2022-11-22,4.76,Commercial
NG,100,Refuse,REFUSE,2022-11-22,0.7,Commercial
NG,100,Refuse,REFUSE,2022-11-22,1.3,Commercial
27,100,Refuse,REFUSE,2022-11-22,0.43,Commercial
NG,100,Refuse,REFUSE,2022-11-22,0.79,Commercial
27,100,Refuse,REFUSE,2022-11-22,1.34,Commercial
NG,100,Refuse,REFUSE,2022-11-22,0.88,Commercial
27,300,Green,GREEN,2022-11-22,0.46,Commercial
27,100,Refuse,REFUSE,2022-11-22,2.15,Commercial
27,100,Refuse,REFUSE,2022-11-22,0.44,Commercial
NG,100,Refuse,REFUSE,2022-11-22,0.07,Commercial
NG,100,Refuse,REFUSE,2022-11-22,2.37,Commercial
NG,100,Refuse,REFUSE,2022-11-22,0.78,Commercial
27,200,Recycle,RECYCLE,2022-11-22,5.8,Contained
NG,300,Green,GREEN,2022-11-22,0.56,Commercial
NG,100,Refuse,REFUSE,2022-11-22,0.68,Commercial
27,100,Refuse,REFUSE,2022-11-22,0.46,Commercial
27,100,Refuse,REFUSE,2022-11-22,9.07,Contained
27,100,Refuse,REFUSE,2022-11-22,0.44,Commercial
NG,100,Refuse,REFUSE,2022-11-22,0.69,Commercial
NG,100,Refuse,REFUSE,2022-11-22,0.22,Commercial
27,200,Recycle,RECYCLE,2022-11-22,6.06,Contained
NG,300,Green,GREEN,2022-11-22,0.35,Commercial
NG,100,Refuse,REFUSE,2022-11-22,0.59,Commercial
27,100,Refuse,REFUSE,2022-11-22,1.16,Commercial
27,100,Refuse,REFUSE,2022-11-22,1.38,Residential
NG,100,Refuse,REFUSE,2022-11-22,1.07,Commercial
NG,100,Refuse,REFUSE,2022-11-22,0.36,Residential
NG,100,Refuse,REFUSE,2022-11-22,1.45,Commercial
NG,100,Refuse,REFUSE,2022-11-22,0.51,Commercial
27,100,Refuse,REFUSE,2022-11-22,10.55,Contained
NG,100,Refuse,REFUSE,2022-11-22,0.38,Commercial
27,100,Refuse,REFUSE,2022-11-22,1.16,Commercial
27,100,Refuse,REFUSE,2022-11-22,0.98,Commercial
NG,100,Refuse,REFUSE,2022-11-22,1.64,AR
NG,100,Refuse,REFUSE,2022-11-22,0.53,Commercial
NG,200,Recycle,RECYCLE,2022-11-22,4.2,AR
NG,100,Refuse,REFUSE,2022-11-22,0.62,Commercial
27,100,Refuse,REFUSE,2022-11-22,0.41,Commercial
NG,100,Refuse,REFUSE,2022-11-22,1.05,Commercial
NG,100,Refuse,REFUSE,2022-11-22,2.16,Commercial
27,100,Refuse,REFUSE,2022-11-22,8.8,Contained
27,100,Refuse,REFUSE,2022-11-22,0.75,Residential
NG,100,Refuse,REFUSE,2022-11-22,0.35,Commercial
NG,100,Refuse,REFUSE,2022-11-22,0.73,Commercial
NG,100,Refuse,REFUSE,2022-11-22,0.84,Commercial
27,200,Recycle,RECYCLE,2022-11-22,5.24,Contained
NG,100,Refuse,REFUSE,2022-11-22,1.75,Commercial
27,100,Refuse,REFUSE,2022-11-22,5.46,Contained
NG,100,Refuse,REFUSE,2022-11-22,0.57,Commercial
NG,100,Refuse,REFUSE,2022-11-22,2.35,Commercial
27,300,Green,GREEN,2022-11-22,0.18,Commercial
NG,300,Green,GREEN,2022-11-22,0.5,Commercial
27,300,Green,GREEN,2022-11-22,2.91,Commercial
NG,100,Refuse,REFUSE,2022-11-22,1.77,Residential
NG,100,Refuse,REFUSE,2022-11-22,0.6,Commercial
NG,100,Refuse,REFUSE,2022-11-22,0.09,Commercial
27,100,Refuse,REFUSE,2022-11-22,0.65,Commercial
NG,100,Refuse,REFUSE,2022-11-22,0.46,Commercial
27,100,Refuse,REFUSE,2022-11-22,0.9,Commercial
NG,100,Refuse,REFUSE,2022-11-22,0.36,Commercial
27,100,Refuse,REFUSE,2022-11-22,0.95,Residential
NG,100,Refuse,REFUSE,2022-11-22,1.07,Commercial
27,100,Refuse,REFUSE,2022-11-22,1.5,Commercial
SR,476,Dewatered Sludge,LANDFILL,2022-11-22,23.25,Other Dept
27,100,Refuse,REFUSE,2022-11-22,0.96,Commercial
27,100,Refuse,REFUSE,2022-11-22,1.13,Commercial
NG,100,Refuse,REFUSE,2022-11-22,1.15,Commercial
27,100,Refuse,REFUSE,2022-11-22,0.37,Commercial
NG,100,Refuse,REFUSE,2022-11-22,0.74,Commercial
27,100,Refuse,REFUSE,2022-11-22,9.44,Contained
NG,100,Refuse,REFUSE,2022-11-22,0.35,Commercial
NG,100,Refuse,REFUSE,2022-11-22,0.16,Commercial
27,100,Refuse,REFUSE,2022-11-22,0.67,Commercial
NG,100,Refuse,REFUSE,2022-11-22,0.76,Commercial
NG,100,Refuse,REFUSE,2022-11-22,1.85,Commercial
27,200,Recycle,RECYCLE,2022-11-22,8.02,Contained
27,100,Refuse,REFUSE,2022-11-22,3.42,Commercial
27,100,Refuse,REFUSE,2022-11-22,6.68,Contained
NG,100,Refuse,REFUSE,2022-11-22,1.27,Commercial
27,100,Refuse,REFUSE,2022-11-22,0.61,Commercial
27,100,Refuse,REFUSE,2022-11-22,0.16,Commercial
NG,100,Refuse,REFUSE,2022-11-22,1.51,Commercial
NG,100,Refuse,REFUSE,2022-11-22,2.01,Commercial
NG,100,Refuse,REFUSE,2022-11-22,0.97,Commercial
NG,100,Refuse,REFUSE,2022-11-22,2.35,Commercial
NG,100,Refuse,REFUSE,2022-11-22,0.35,Residential
NG,100,Refuse,REFUSE,2022-11-22,2.11,Commercial
NG,100,Refuse,REFUSE,2022-11-22,0.79,Commercial
27,100,Refuse,REFUSE,2022-11-22,0.56,Commercial
NG,100,Refuse,REFUSE,2022-11-22,1.77,Commercial
27,100,Refuse,REFUSE,2022-11-22,0.88,Commercial
NG,100,Refuse,REFUSE,2022-11-22,1.37,Commercial
27,100,Refuse,REFUSE,2022-11-22,8.62,Contained
NG,200,Recycle,RECYCLE,2022-11-22,2.47,AR
27,100,Refuse,REFUSE,2022-11-22,8.73,Contained
NG,200,Recycle,RECYCLE,2022-11-22,3.85,AR
27,100,Refuse,REFUSE,2022-11-22,6.31,Contained
NG,100,Refuse,REFUSE,2022-11-22,0.37,Commercial
27,100,Refuse,REFUSE,2022-11-22,0.44,Residential
NG,100,Refuse,REFUSE,2022-11-22,1.55,Commercial
27,200,Recycle,RECYCLE,2022-11-22,5.3,Contained
27,100,Refuse,REFUSE,2022-11-22,0.96,Commercial
27,100,Refuse,REFUSE,2022-11-22,2.19,Commercial
27,100,Refuse,REFUSE,2022-11-22,0.45,Commercial
NG,300,Green,GREEN,2022-11-22,0.26,Commercial
27,100,Refuse,REFUSE,2022-11-22,1.84,Commercial
27,100,Refuse,REFUSE,2022-11-22,0.88,Commercial
27,100,Refuse,REFUSE,2022-11-22,0.61,Commercial
27,100,Refuse,REFUSE,2022-11-22,0.49,Residential
NG,100,Refuse,REFUSE,2022-11-22,0.06,Commercial
27,100,Refuse,REFUSE,2022-11-22,1.42,Residential
27,100,Refuse,REFUSE,2022-11-22,1.86,Commercial
27,100,Refuse,REFUSE,2022-11-22,1.07,Commercial
27,200,Recycle,RECYCLE,2022-11-22,3.28,Contained
27,100,Refuse,REFUSE,2022-11-22,0.54,Commercial
NG,100,Refuse,REFUSE,2022-11-22,1.16,Residential
27,100,Refuse,REFUSE,2022-11-22,1.14,Commercial
27,100,Refuse,REFUSE,2022-11-22,3.58,Commercial
NG,100,Refuse,REFUSE,2022-11-22,1.71,Commercial
NG,100,Refuse,REFUSE,2022-11-22,1.55,Residential
27,100,Refuse,REFUSE,2022-11-22,1.43,Residential
NG,100,Refuse,REFUSE,2022-11-22,1.15,Commercial
NG,100,Refuse,REFUSE,2022-11-22,1.88,Commercial
27,100,Refuse,REFUSE,2022-11-22,1.35,Commercial
27,100,Refuse,REFUSE,2022-11-22,2.08,Residential
27,100,Refuse,REFUSE,2022-11-22,1.64,Commercial
NG,100,Refuse,REFUSE,2022-11-22,2.07,Commercial
27,100,Refuse,REFUSE,2022-11-22,0.55,Commercial
27,100,Refuse,REFUSE,2022-11-22,1.04,Residential
NG,100,Refuse,REFUSE,2022-11-22,0.72,Commercial
NG,100,Refuse,REFUSE,2022-11-22,1.6,Commercial
27,100,Refuse,REFUSE,2022-11-22,1.45,Commercial
27,100,Refuse,REFUSE,2022-11-22,8.49,Contained
27,100,Refuse,REFUSE,2022-11-22,1.27,Commercial
NG,100,Refuse,REFUSE,2022-11-22,2.43,Commercial
NG,100,Refuse,REFUSE,2022-11-22,2.63,Contained
NG,100,Refuse,REFUSE,2022-11-22,0.87,Commercial
NG,200,Recycle,RECYCLE,2022-11-22,0.62,Special Ops
NG,100,Refuse,REFUSE,2022-11-22,0.99,Commercial
NG,100,Refuse,REFUSE,2022-11-22,0.91,Commercial
NG,100,Refuse,REFUSE,2022-11-22,0.53,Commercial
NG,100,Refuse,REFUSE,2022-11-22,0.51,Commercial
27,100,Refuse,REFUSE,2022-11-22,0.96,Commercial
27,100,Refuse,REFUSE,2022-11-22,2.38,Commercial
NG,100,Refuse,REFUSE,2022-11-22,0.75,Commercial
NG,100,Refuse,REFUSE,2022-11-22,0.66,Commercial
27,100,Refuse,REFUSE,2022-11-22,0.24,Commercial
27,100,Refuse,REFUSE,2022-11-22,1.06,Commercial
27,100,Refuse,REFUSE,2022-11-22,0.55,Residential
NG,100,Refuse,REFUSE,2022-11-22,0.4,Commercial
NG,100,Refuse,REFUSE,2022-11-22,5.4,Commercial
NG,100,Refuse,REFUSE,2022-11-22,0.41,Commercial
27,100,Refuse,REFUSE,2022-11-22,1.87,Commercial
NG,100,Refuse,REFUSE,2022-11-22,1,Commercial
NG,100,Refuse,REFUSE,2022-11-22,5,Commercial
NG,100,Refuse,REFUSE,2022-11-22,3.81,Commercial
27,100,Refuse,REFUSE,2022-11-22,1.45,Commercial
