SiteCode,MT,MTLabel,MTGroup,DateOut,NetSTN,BillCustomerType
NG,100,Refuse,REFUSE,2022-12-15,1.83,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.44,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.59,Commercial
27,300,Green,GREEN,2022-12-15,1.39,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.86,Commercial
27,100,Refuse,REFUSE,2022-12-15,2.21,Residential
27,100,Refuse,REFUSE,2022-12-15,8.26,Contained
NG,200,Recycle,RECYCLE,2022-12-15,5.11,AR
NG,100,Refuse,REFUSE,2022-12-15,0.86,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.93,Commercial
27,100,Refuse,REFUSE,2022-12-15,0.87,Commercial
NG,200,Recycle,RECYCLE,2022-12-15,4.55,AR
NG,100,Refuse,REFUSE,2022-12-15,1.82,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.68,Commercial
27,100,Refuse,REFUSE,2022-12-15,10.07,Contained
27,100,Refuse,REFUSE,2022-12-15,9.79,Contained
NG,100,Refuse,REFUSE,2022-12-15,0.36,Commercial
NG,100,Refuse,REFUSE,2022-12-15,1.13,Commercial
NG,100,Refuse,REFUSE,2022-12-15,1.13,Commercial
27,100,Refuse,REFUSE,2022-12-15,0.7,Commercial
NG,100,Refuse,REFUSE,2022-12-15,1.35,Commercial
27,100,Refuse,REFUSE,2022-12-15,0.27,Commercial
27,100,Refuse,REFUSE,2022-12-15,0.49,Residential
NG,200,Recycle,RECYCLE,2022-12-15,3.87,AR
NG,100,Refuse,REFUSE,2022-12-15,1.02,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.96,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.57,Commercial
NG,200,Recycle,RECYCLE,2022-12-15,0.97,AR
NG,100,Refuse,REFUSE,2022-12-15,1.33,Commercial
27,100,Refuse,REFUSE,2022-12-15,0.83,Residential
27,100,Refuse,REFUSE,2022-12-15,0.76,Commercial
27,100,Refuse,REFUSE,2022-12-15,2.7,Commercial
NG,100,Refuse,REFUSE,2022-12-15,1.85,Commercial
NG,300,Green,GREEN,2022-12-15,1.82,Commercial
NG,100,Refuse,REFUSE,2022-12-15,4.58,Commercial
27,100,Refuse,REFUSE,2022-12-15,1.69,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.3,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.41,Commercial
27,100,Refuse,REFUSE,2022-12-15,0.34,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.68,Commercial
27,300,Green,GREEN,2022-12-15,1.87,Contained
NG,100,Refuse,REFUSE,2022-12-15,1.75,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.17,Commercial
27,100,Refuse,REFUSE,2022-12-15,0.99,Commercial
NG,100,Refuse,REFUSE,2022-12-15,1.31,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.84,Commercial
NG,100,Refuse,REFUSE,2022-12-15,2.22,Commercial
NG,100,Refuse,REFUSE,2022-12-15,1.56,Commercial
27,100,Refuse,REFUSE,2022-12-15,2.77,Commercial
NG,200,Recycle,RECYCLE,2022-12-15,1.12,AR
NG,100,Refuse,REFUSE,2022-12-15,1.1,Commercial
NG,300,Green,GREEN,2022-12-15,0.85,Commercial
NG,100,Refuse,REFUSE,2022-12-15,3.43,Commercial
NG,100,Refuse,REFUSE,2022-12-15,9.4,Contained
NG,100,Refuse,REFUSE,2022-12-15,2.34,Commercial
NG,100,Refuse,REFUSE,2022-12-15,1.95,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.98,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.63,Commercial
27,100,Refuse,REFUSE,2022-12-15,0.9,Commercial
27,100,Refuse,REFUSE,2022-12-15,0.77,Commercial
NG,200,Recycle,RECYCLE,2022-12-15,2.44,Contained
NG,300,Green,GREEN,2022-12-15,0.46,Commercial
27,100,Refuse,REFUSE,2022-12-15,1.55,Residential
NG,300,Green,GREEN,2022-12-15,4.66,Commercial
NG,100,Refuse,REFUSE,2022-12-15,1.06,Residential
27,100,Refuse,REFUSE,2022-12-15,0.47,Commercial
27,100,Refuse,REFUSE,2022-12-15,0.39,Commercial
27,100,Refuse,REFUSE,2022-12-15,1.06,Commercial
27,100,Refuse,REFUSE,2022-12-15,0.44,Commercial
NG,100,Refuse,REFUSE,2022-12-15,2.16,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.49,Commercial
27,100,Refuse,REFUSE,2022-12-15,0.83,Commercial
NG,100,Refuse,REFUSE,2022-12-15,1.03,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.95,Commercial
NG,200,Recycle,RECYCLE,2022-12-15,3.04,AR
27,200,Recycle,RECYCLE,2022-12-15,4.31,Contained
NG,100,Refuse,REFUSE,2022-12-15,1.08,Commercial
NG,100,Refuse,REFUSE,2022-12-15,1.65,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.25,Commercial
NG,100,Refuse,REFUSE,2022-12-15,1.07,Commercial
NG,100,Refuse,REFUSE,2022-12-15,1.54,Residential
27,100,Refuse,REFUSE,2022-12-15,0.59,Commercial
27,100,Refuse,REFUSE,2022-12-15,3.18,Residential
NG,100,Refuse,REFUSE,2022-12-15,0.6,Commercial
NG,100,Refuse,REFUSE,2022-12-15,1.65,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.56,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.97,Residential
NG,200,Recycle,RECYCLE,2022-12-15,4.27,AR
NG,100,Refuse,REFUSE,2022-12-15,2.63,Commercial
27,100,Refuse,REFUSE,2022-12-15,8.6,Contained
NG,100,Refuse,REFUSE,2022-12-15,0.24,Commercial
NG,100,Refuse,REFUSE,2022-12-15,1.6,Commercial
NG,200,Recycle,RECYCLE,2022-12-15,3.41,Contained
27,100,Refuse,REFUSE,2022-12-15,1.22,Residential
27,100,Refuse,REFUSE,2022-12-15,0.48,Residential
NG,100,Refuse,REFUSE,2022-12-15,1.08,Commercial
NG,200,Recycle,RECYCLE,2022-12-15,4.17,Contained
NG,100,Refuse,REFUSE,2022-12-15,0.45,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.33,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.47,Other Dept
27,200,Recycle,RECYCLE,2022-12-15,3.88,Contained
NG,100,Refuse,REFUSE,2022-12-15,0.75,Commercial
NG,100,Refuse,REFUSE,2022-12-15,1,AR
27,100,Refuse,REFUSE,2022-12-15,0.25,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.67,Commercial
27,100,Refuse,REFUSE,2022-12-15,1.46,Residential
27,100,Refuse,REFUSE,2022-12-15,0.63,Commercial
NG,100,Refuse,REFUSE,2022-12-15,1.46,Commercial
27,300,Green,GREEN,2022-12-15,0.49,Residential
NG,100,Refuse,REFUSE,2022-12-15,1.45,Commercial
27,100,Refuse,REFUSE,2022-12-15,0.98,Residential
27,100,Refuse,REFUSE,2022-12-15,0.79,Commercial
NG,100,Refuse,REFUSE,2022-12-15,1.71,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.44,Commercial
27,100,Refuse,REFUSE,2022-12-15,0.33,Commercial
27,100,Refuse,REFUSE,2022-12-15,0.59,Residential
NG,100,Refuse,REFUSE,2022-12-15,1.18,Commercial
27,100,Refuse,REFUSE,2022-12-15,1.91,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.71,Commercial
27,100,Refuse,REFUSE,2022-12-15,1.66,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.45,Commercial
27,100,Refuse,REFUSE,2022-12-15,1.51,Residential
NG,100,Refuse,REFUSE,2022-12-15,1.13,Commercial
NG,100,Refuse,REFUSE,2022-12-15,1.11,Residential
27,100,Refuse,REFUSE,2022-12-15,1.38,Commercial
27,100,Refuse,REFUSE,2022-12-15,0.31,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.17,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.19,Commercial
27,100,Refuse,REFUSE,2022-12-15,0.87,Commercial
27,100,Refuse,REFUSE,2022-12-15,0.58,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.8,Commercial
27,100,Refuse,REFUSE,2022-12-15,0.5,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.24,Commercial
NG,100,Refuse,REFUSE,2022-12-15,1.02,Commercial
NG,100,Refuse,REFUSE,2022-12-15,3,Commercial
27,100,Refuse,REFUSE,2022-12-15,1.5,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.52,Commercial
NG,200,Recycle,RECYCLE,2022-12-15,4.49,AR
27,100,Refuse,REFUSE,2022-12-15,0.45,Commercial
27,100,Refuse,REFUSE,2022-12-15,1.01,Commercial
NG,100,Refuse,REFUSE,2022-12-15,2.12,Commercial
27,100,Refuse,REFUSE,2022-12-15,0.31,Residential
27,100,Refuse,REFUSE,2022-12-15,0.77,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.43,Commercial
27,100,Refuse,REFUSE,2022-12-15,3.82,Residential
NG,100,Refuse,REFUSE,2022-12-15,1.36,Commercial
NG,100,Refuse,REFUSE,2022-12-15,1.72,Residential
27,100,Refuse,REFUSE,2022-12-15,2.7,Commercial
27,100,Refuse,REFUSE,2022-12-15,9.21,Contained
27,200,Recycle,RECYCLE,2022-12-15,4.91,Contained
NG,200,Recycle,RECYCLE,2022-12-15,2.27,Contained
27,100,Refuse,REFUSE,2022-12-15,8.09,Contained
27,200,Recycle,RECYCLE,2022-12-15,1.9,Contained
NG,200,Recycle,RECYCLE,2022-12-15,6.05,Contained
27,100,Refuse,REFUSE,2022-12-15,6.24,Contained
27,100,Refuse,REFUSE,2022-12-15,6.19,Contained
NG,100,Refuse,REFUSE,2022-12-15,0.28,Commercial
27,200,Recycle,RECYCLE,2022-12-15,4.72,Contained
NG,100,Refuse,REFUSE,2022-12-15,2.78,Residential
27,100,Refuse,REFUSE,2022-12-15,0.63,Commercial
NG,100,Refuse,REFUSE,2022-12-15,1.24,Commercial
27,100,Refuse,REFUSE,2022-12-15,0.96,Commercial
27,100,Refuse,REFUSE,2022-12-15,0.45,Commercial
27,100,Refuse,REFUSE,2022-12-15,2.93,Residential
NG,100,Refuse,REFUSE,2022-12-15,0.32,Commercial
27,100,Refuse,REFUSE,2022-12-15,0.62,Commercial
27,100,Refuse,REFUSE,2022-12-15,1.48,Commercial
27,100,Refuse,REFUSE,2022-12-15,9.48,Contained
NG,100,Refuse,REFUSE,2022-12-15,3.58,Commercial
NG,200,Recycle,RECYCLE,2022-12-15,3.38,AR
27,300,Green,GREEN,2022-12-15,6.04,Contained
27,100,Refuse,REFUSE,2022-12-15,3.13,Contained
NG,100,Refuse,REFUSE,2022-12-15,3.11,Commercial
NG,100,Refuse,REFUSE,2022-12-15,1.03,Residential
NG,100,Refuse,REFUSE,2022-12-15,0.95,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.86,Commercial
27,100,Refuse,REFUSE,2022-12-15,1.36,Commercial
NG,200,Recycle,RECYCLE,2022-12-15,3.44,AR
NG,100,Refuse,REFUSE,2022-12-15,0.32,Commercial
NG,200,Recycle,RECYCLE,2022-12-15,1.7,AR
NG,100,Refuse,REFUSE,2022-12-15,0.59,Commercial
27,100,Refuse,REFUSE,2022-12-15,0.77,Commercial
NG,100,Refuse,REFUSE,2022-12-15,1.02,Commercial
27,100,Refuse,REFUSE,2022-12-15,2.04,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.36,Commercial
NG,100,Refuse,REFUSE,2022-12-15,2.85,Commercial
NG,100,Refuse,REFUSE,2022-12-15,11.53,Contained
NG,100,Refuse,REFUSE,2022-12-15,1.68,Commercial
NG,100,Refuse,REFUSE,2022-12-15,1.5,Commercial
NG,100,Refuse,REFUSE,2022-12-15,1.92,Commercial
NG,100,Refuse,REFUSE,2022-12-15,9.43,Contained
NG,100,Refuse,REFUSE,2022-12-15,0.8,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.92,Commercial
27,100,Refuse,REFUSE,2022-12-15,0.98,Commercial
27,100,Refuse,REFUSE,2022-12-15,0.64,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.78,Commercial
27,100,Refuse,REFUSE,2022-12-15,0.22,Commercial
NG,100,Refuse,REFUSE,2022-12-15,1.91,Residential
27,100,Refuse,REFUSE,2022-12-15,0.86,Commercial
27,200,Recycle,RECYCLE,2022-12-15,7.3,Contained
27,100,Refuse,REFUSE,2022-12-15,0.37,Commercial
27,200,Recycle,RECYCLE,2022-12-15,3.97,Contained
NG,100,Refuse,REFUSE,2022-12-15,3.5,Commercial
NG,100,Refuse,REFUSE,2022-12-15,1.84,Commercial
NG,100,Refuse,REFUSE,2022-12-15,1.96,Commercial
27,100,Refuse,REFUSE,2022-12-15,1.53,Commercial
27,100,Refuse,REFUSE,2022-12-15,2.26,Residential
27,100,Refuse,REFUSE,2022-12-15,7.17,Contained
NG,100,Refuse,REFUSE,2022-12-15,3.55,Contained
27,200,Recycle,RECYCLE,2022-12-15,2.5,Contained
27,200,Recycle,RECYCLE,2022-12-15,2.38,Contained
27,300,Green,GREEN,2022-12-15,2.32,Contained
27,200,Recycle,RECYCLE,2022-12-15,1.54,Contained
27,200,Recycle,RECYCLE,2022-12-15,1.21,Contained
27,200,Recycle,RECYCLE,2022-12-15,0.97,Contained
NG,100,Refuse,REFUSE,2022-12-15,0.63,Commercial
27,100,Refuse,REFUSE,2022-12-15,10.52,Contained
27,100,Refuse,REFUSE,2022-12-15,1.46,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.81,Commercial
NG,100,Refuse,REFUSE,2022-12-15,2.72,Commercial
NG,100,Refuse,REFUSE,2022-12-15,1.85,Commercial
NG,100,Refuse,REFUSE,2022-12-15,1.37,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.3,Commercial
27,100,Refuse,REFUSE,2022-12-15,1.69,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.37,Commercial
NG,100,Refuse,REFUSE,2022-12-15,9.37,Commercial
NG,100,Refuse,REFUSE,2022-12-15,1.04,Commercial
NG,100,Refuse,REFUSE,2022-12-15,1.81,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.64,Commercial
27,100,Refuse,REFUSE,2022-12-15,1.07,Commercial
27,300,Green,GREEN,2022-12-15,0.42,Commercial
27,100,Refuse,REFUSE,2022-12-15,2.79,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.91,Residential
27,100,Refuse,REFUSE,2022-12-15,2.66,Commercial
NG,200,Recycle,RECYCLE,2022-12-15,3.08,AR
27,100,Refuse,REFUSE,2022-12-15,0.71,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.35,Commercial
27,100,Refuse,REFUSE,2022-12-15,0.76,Commercial
27,100,Refuse,REFUSE,2022-12-15,1.08,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.89,Commercial
NG,100,Refuse,REFUSE,2022-12-15,8.98,Commercial
27,100,Refuse,REFUSE,2022-12-15,0.3,Commercial
NG,300,Green,GREEN,2022-12-15,1.53,Commercial
27,100,Refuse,REFUSE,2022-12-15,0.35,Commercial
27,100,Refuse,REFUSE,2022-12-15,0.21,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.92,Commercial
NG,100,Refuse,REFUSE,2022-12-15,8.45,Contained
NG,100,Refuse,REFUSE,2022-12-15,0.47,Commercial
27,100,Refuse,REFUSE,2022-12-15,0.74,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.21,Residential
NG,100,Refuse,REFUSE,2022-12-15,1.16,Commercial
27,200,Recycle,RECYCLE,2022-12-15,1.88,Contained
NG,300,Green,GREEN,2022-12-15,1.78,Commercial
NG,100,Refuse,REFUSE,2022-12-15,2.2,Residential
NG,100,Refuse,REFUSE,2022-12-15,1.67,Commercial
27,200,Recycle,RECYCLE,2022-12-15,5.43,Contained
NG,100,Refuse,REFUSE,2022-12-15,1.49,Commercial
27,100,Refuse,REFUSE,2022-12-15,2.28,Commercial
27,100,Refuse,REFUSE,2022-12-15,2.53,Residential
27,100,Refuse,REFUSE,2022-12-15,9.56,Contained
NG,100,Refuse,REFUSE,2022-12-15,8.93,Contained
27,100,Refuse,REFUSE,2022-12-15,1.66,Contained
27,200,Recycle,RECYCLE,2022-12-15,4.16,Contained
NG,200,Recycle,RECYCLE,2022-12-15,3.57,AR
27,100,Refuse,REFUSE,2022-12-15,0.46,Commercial
27,100,Refuse,REFUSE,2022-12-15,1.29,Residential
27,100,Refuse,REFUSE,2022-12-15,1.26,Residential
NG,100,Refuse,REFUSE,2022-12-15,0.59,Commercial
27,100,Refuse,REFUSE,2022-12-15,1.29,Commercial
27,100,Refuse,REFUSE,2022-12-15,0.43,Commercial
27,100,Refuse,REFUSE,2022-12-15,0.38,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.89,Commercial
NG,300,Green,GREEN,2022-12-15,2.43,Commercial
NG,200,Recycle,RECYCLE,2022-12-15,3.44,Contained
27,100,Refuse,REFUSE,2022-12-15,0.58,Commercial
NG,100,Refuse,REFUSE,2022-12-15,10.61,Contained
27,100,Refuse,REFUSE,2022-12-15,0.54,Commercial
NG,100,Refuse,REFUSE,2022-12-15,2.61,Residential
27,100,Refuse,REFUSE,2022-12-15,2.89,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.5,Commercial
27,100,Refuse,REFUSE,2022-12-15,0.52,Commercial
27,100,Refuse,REFUSE,2022-12-15,10.13,Contained
NG,100,Refuse,REFUSE,2022-12-15,1.27,Commercial
27,100,Refuse,REFUSE,2022-12-15,1.59,Commercial
NG,100,Refuse,REFUSE,2022-12-15,3.24,Commercial
27,100,Refuse,REFUSE,2022-12-15,3.44,Commercial
27,100,Refuse,REFUSE,2022-12-15,3.8,Commercial
27,100,Refuse,REFUSE,2022-12-15,2.21,Commercial
27,100,Refuse,REFUSE,2022-12-15,3.15,Commercial
27,300,Green,GREEN,2022-12-15,1.9,Contained
27,200,Recycle,RECYCLE,2022-12-15,5.06,Contained
27,200,Recycle,RECYCLE,2022-12-15,0.49,Contained
27,100,Refuse,REFUSE,2022-12-15,1.94,Commercial
NG,100,Refuse,REFUSE,2022-12-15,2.81,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.95,Commercial
27,100,Refuse,REFUSE,2022-12-15,0.79,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.92,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.94,Residential
27,100,Refuse,REFUSE,2022-12-15,0.69,Commercial
NG,100,Refuse,REFUSE,2022-12-15,1.66,AR
27,100,Refuse,REFUSE,2022-12-15,0.84,Commercial
27,100,Refuse,REFUSE,2022-12-15,0.96,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.29,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.93,Commercial
NG,100,Refuse,REFUSE,2022-12-15,1.41,Commercial
NG,100,Refuse,REFUSE,2022-12-15,2.02,Commercial
27,200,Recycle,RECYCLE,2022-12-15,0.16,Special Ops
27,100,Refuse,REFUSE,2022-12-15,0.29,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.58,Commercial
NG,100,Refuse,REFUSE,2022-12-15,3.41,Commercial
27,100,Refuse,REFUSE,2022-12-15,1.02,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.44,Commercial
NG,100,Refuse,REFUSE,2022-12-15,1.14,Commercial
27,100,Refuse,REFUSE,2022-12-15,1.49,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.23,Commercial
27,100,Refuse,REFUSE,2022-12-15,0.67,Commercial
27,100,Refuse,REFUSE,2022-12-15,1.5,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.68,Commercial
NG,100,Refuse,REFUSE,2022-12-15,1.07,Commercial
NG,100,Refuse,REFUSE,2022-12-15,1.75,Commercial
27,100,Refuse,REFUSE,2022-12-15,0.19,Commercial
27,100,Refuse,REFUSE,2022-12-15,2.66,Commercial
27,100,Refuse,REFUSE,2022-12-15,0.36,Commercial
NG,300,Green,GREEN,2022-12-15,1.37,Commercial
27,100,Refuse,REFUSE,2022-12-15,0.37,Commercial
27,100,Refuse,REFUSE,2022-12-15,1.19,Commercial
27,100,Refuse,REFUSE,2022-12-15,0.8,Commercial
NG,200,Recycle,RECYCLE,2022-12-15,3.02,AR
NG,100,Refuse,REFUSE,2022-12-15,0.36,Commercial
27,100,Refuse,REFUSE,2022-12-15,1.19,Residential
NG,100,Refuse,REFUSE,2022-12-15,1.38,Commercial
NG,100,Refuse,REFUSE,2022-12-15,1.55,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.54,Commercial
NG,100,Refuse,REFUSE,2022-12-15,1.72,Commercial
NG,100,Refuse,REFUSE,2022-12-15,1.35,Commercial
NG,100,Refuse,REFUSE,2022-12-15,3.92,AR
27,100,Refuse,REFUSE,2022-12-15,0.58,Commercial
NG,100,Refuse,REFUSE,2022-12-15,1.19,Commercial
27,100,Refuse,REFUSE,2022-12-15,10.42,Contained
NG,100,Refuse,REFUSE,2022-12-15,0.31,Commercial
27,100,Refuse,REFUSE,2022-12-15,1.62,Commercial
27,100,Refuse,REFUSE,2022-12-15,0.38,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.79,Commercial
27,100,Refuse,REFUSE,2022-12-15,5.05,Commercial
NG,100,Refuse,REFUSE,2022-12-15,0.24,Commercial
